お仕事No.,応募数 合計
2203537714,2.167169369414191
2203512320,2.0968977420905683
2203556876,2.2431651928558853
2203559960,2.1779955752594344
2203558581,2.2431651928558853
2203549503,2.1895205163281966
2203539533,2.1899822448005204
2203504099,2.2115591349397365
2203521163,1.89614897083303
2203548070,2.2170010766229247
2203547727,2.0654966154249474
2203551817,2.161586873071809
2203456354,2.117978904664666
2203555568,2.3148181844311875
2203558365,2.1948935216774
2203548609,2.2326513767814524
2203555205,2.179640473147431
2203551593,1.719171731786454
2203523845,1.9148482903951909
2203536828,2.100611937714978
2203559400,2.2170010766229247
2203552271,2.174060433316362
2203559030,2.3962896825477538
2203557511,2.2472876828495294
2203559918,2.1266947200900836
2203529052,2.149078295374129
2203541977,2.1919647800145254
2203548166,2.102499010460545
2203508498,2.0532140977378783
2203544266,2.2170010766229247
2203559157,2.152408093975529
2203551846,2.193180562281111
2203557952,2.1465881749602964
2203537524,1.5606932058471354
2203526654,1.99985807235804
2203543743,2.184732300361276
2203560023,2.2509027078427346
2203524319,1.9872974901649778
2203559440,2.1703676868947817
2203551549,2.1046370820533147
2203553551,2.041878057551805
2203546287,1.7734875718382814
2203465599,2.193180562281111
2203509562,2.260148187629972
2203558894,2.260148187629972
2203554790,2.260148187629972
2203557095,2.1821611968669896
2203558970,2.087980791155167
2203527260,2.24761692624793
2203555917,1.664577867369053
2203551251,2.355722133857579
2203482674,2.104587165144559
2203557736,2.1193874442889076
2203526057,2.2170010766229247
2203540404,2.2811245510688183
2203536042,2.132039707140931
2203535595,1.9079817465649955
2203549461,1.962557924827034
2203559081,2.0626802995506757
2203559837,1.6219575824922652
2203548827,1.8467046431300307
2203530478,2.139256586818997
2203558285,2.13850557034068
2203553081,2.119477634408704
2203518798,2.2170010766229247
2203543552,2.3676699935036147
2203559123,2.200022452674766
2203555637,2.1948935216774
2203552948,2.1927872539422117
2203553994,2.0626580667258607
2203539620,2.282255742575497
2203558606,2.21161975801904
2203559294,1.4334932674614347
2203534113,1.6828766106592292
2203522648,1.9972128810944458
2203475337,1.4890194268199806
2203546472,2.161586873071809
2203555627,1.5501602819601596
2203557490,2.147501510752053
2203557525,2.260148187629972
2203557478,2.0925910814075843
2203557757,1.9987846617161786
2203559854,2.2389681149058154
2203555924,2.282255742575497
2203540727,1.3752262743459753
2203529579,2.2117645355502384
2203557314,2.0309986383493257
2203543274,2.1948935216774
2203542056,2.3676699935036147
2203553234,2.1101022931663933
2203557602,2.160737672670184
2203543660,1.9728031791852387
2203559022,2.1524196884244713
2203559380,2.0450399922973403
2203556112,1.8228048759470774
2203546486,1.8560182957767084
2203514164,2.355722133857579
2203556194,2.158477994008519
2203469907,2.2207569350516456
2203516439,2.1820330168969573
2203559877,2.207784482673771
2203558587,2.2431651928558853
2203556081,2.093223328055947
2203539792,2.3223845411586383
2203550991,1.5739807963019736
2203539501,1.4411671797650025
2203525758,2.2876142498477314
2203549053,1.9987846617161786
2203531586,2.1497385125847206
2203535877,2.3676699935036147
2203556979,2.119477634408704
2203559459,2.0706109602025475
2203542731,2.2170010766229247
2203559406,2.0197959366335523
2203559615,2.097151657723718
2203559941,2.1919647800145254
2203506697,2.0758112489439635
2203555403,1.7059594791931663
2203524536,2.090449788237307
2203554563,2.071280516538968
2203527460,2.0530127314291997
2203559075,1.5782975733918685
2203503541,1.637776071577719
2203545613,2.1003362120317224
2203527273,2.2170010766229247
2203559744,2.182845227615709
2203558556,2.260148187629972
2203513202,2.086931229345142
2203559899,2.119477634408704
2203559115,2.282255742575497
2203559211,2.282255742575497
2203559482,2.1948935216774
2203523505,2.1948935216774
2203506216,2.10287420574827
2203542350,2.121891963594187
2203559339,2.0973700794631793
2203522439,2.049162828315056
2203554486,2.1895205163281966
2203556373,2.169841831097131
2203556760,2.080730563610216
2203505364,2.01528860688711
2203524806,2.2207569350516456
2203557581,1.944920640494446
2203507681,2.1732262296306133
2203551358,2.007642285038326
2203559367,2.355722133857579
2203508367,2.0806957385301863
2203558431,2.1532354571077392
2203535000,2.193180562281111
2203533207,2.2170010766229247
2203550112,2.1460986289886463
2203543569,2.282255742575497
2203559865,2.1302489907540916
2203537305,1.980424671608262
2203559643,2.160737672670184
2203553957,2.177910526903313
2203548372,2.158477994008519
2203555713,2.098371536847154
2203537434,2.1218356392707123
2203509817,2.258435228233683
2203557320,2.2170010766229247
2203542564,2.119964533110047
2203523823,1.631733215889105
2203547782,2.4430462124663226
2203558893,2.2572194459670976
2203458790,2.117978904664666
2203527092,2.24761692624793
2203519871,1.937921478888982
2203532497,2.1703676868947817
2203511183,2.3676699935036147
2203554078,2.190429404063222
2203554460,2.005747501254436
2203547835,2.0973700794631793
2203550228,2.2356223528473538
2203538439,2.1266947200900836
2203483712,2.119477634408704
2203556748,2.125301994383044
2203526613,1.6457780968340792
2203549194,2.109265311233381
2203528287,2.0052039796395604
2203532110,1.5933060288676777
2203548501,2.2431651928558853
2203549116,2.1737134489532433
2203558575,1.719171731786454
2203543239,2.1266947200900836
2203523230,1.4871858475443838
2203558050,2.2170010766229247
2203558982,2.2074123988373087
2203551902,2.1948935216774
2203555570,2.355722133857579
2203558910,2.1948935216774
2203558938,2.1745156489210538
2203557198,2.115182093914265
2203496246,2.054713666115393
2203523813,2.066785041188359
2203554046,2.2170010766229247
2203505049,2.1499215430696332
2203553237,2.193180562281111
2203557075,2.1948935216774
2203556406,2.1547763869163035
2203532048,2.193180562281111
2203549151,2.1427812074542945
2203545207,1.618913755248785
2203549069,2.104587165144559
2203513808,2.139138898772158
2203469528,2.076992206706833
2203546408,1.9469782591443614
2203514900,2.1142755630234915
2203541528,2.355722133857579
2203553753,2.282255742575497
2203558954,2.2074123988373087
2203559195,2.193180562281111
2203560058,2.193180562281111
2203554380,2.193180562281111
2203554766,2.331642970249862
2203557374,2.119964533110047
2203557269,2.180817234630372
2203544974,2.3676699935036147
2203558993,2.104587165144559
2203518467,2.1416623814235005
2203557913,2.0847878544962004
2203520201,2.0989547477822397
2203486982,2.066785041188359
2203557018,2.2170010766229247
2203544231,1.528436099072799
2203557066,2.2170010766229247
2203552598,2.1547763869163035
2203555081,2.10287420574827
2203555507,1.5948289891602057
2203559928,2.0989547477822397
2203557261,2.193180562281111
2203558679,1.6221634384164747
2203555702,2.119477634408704
2203538889,2.1532354571077392
2203558383,2.159107052120205
2203559646,2.260148187629972
2203558972,2.0379047630393217
2203556144,2.319695110603826
2203555831,2.3544504751117423
2203520970,2.119964533110047
2203539780,2.087980791155167
2203550020,1.5501602819601596
2203547057,2.062101737442688
2203463050,2.169151904628196
2203555027,1.551168980059809
2203549402,1.6154149479127318
2203528278,2.045078533015701
2203535002,2.110775666065389
2203555445,2.0858687937666596
2203522707,2.158477994008519
2203559053,2.151060830588134
2203553655,2.1474095493285685
2203506496,2.1879068728110456
2203555003,2.0379715511557213
2203552342,1.6192346967535995
2203558839,2.1272732821980713
2203541284,2.1727344184559625
2203558250,2.118093556896397
2203559982,1.966162963547528
2203549888,2.193180562281111
2203556761,2.172468585220125
2203550446,2.2742287861571002
2203556496,2.066785041188359
2203546251,2.1347677867221937
2203524599,2.087980791155167
2203559861,2.1686939329541595
2203525279,2.2170010766229247
2203546181,2.1727344184559625
2203556451,2.0340567096940547
2203556295,2.1948935216774
2203556473,2.2170010766229247
2203555735,2.0641691166006573
2203534907,2.175139655398607
2203552513,2.0297498399838507
2203555896,2.2627887875355506
2203529997,2.1272732821980713
2203520119,2.066785041188359
2203505681,2.339907435550056
2203497651,2.1294149427659255
2203553229,2.1547763869163035
2203547103,2.1899822448005204
2203531961,2.193180562281111
2203554645,2.066785041188359
2203529725,2.2170010766229247
2203517277,2.037244344507973
2203549163,2.066785041188359
2203552325,2.2627887875355506
2203559497,2.1266947200900836
2203539539,2.282255742575497
2203558594,2.116997963576232
2203554838,2.282255742575497
2203548116,2.1737134489532433
2203532052,2.0870833316936075
2203556972,1.9972128810944458
2203535668,2.159366919519656
2203522931,1.9731427031299043
2203553691,2.355722133857579
2203528626,2.2170010766229247
2203553185,2.0819951923129008
2203475161,2.282255742575497
2203559714,2.1266947200900836
2203540878,1.8973032588744614
2203524528,2.1264143820568737
2203554344,2.2170010766229247
2203535014,2.066785041188359
2203538928,1.6407048132405941
2203557932,2.193180562281111
2203553715,2.0973700794631793
2203554328,2.0913145815141956
2203557195,2.092369218527936
2203505378,2.1571095062867207
2203556513,2.1732262296306133
2203512702,2.1355536511060174
2203553378,2.1558199588056173
2203506655,2.2572194459670976
2203558125,2.0119788124276434
2203520326,2.11554717470593
2203548273,2.2170010766229247
2203513363,2.2314095642543026
2203559959,2.2170010766229247
2203557996,2.116997963576232
2203548888,2.088327691765738
2203553977,2.1453159963145128
2203558094,2.1919647800145254
2203558353,2.1571249002585904
2203559601,1.6844893627061717
2203520977,2.355722133857579
2203554293,2.1948935216774
2203486542,2.282255742575497
2203541308,2.1745156489210538
2203554130,1.9933931293889648
2203531237,2.193180562281111
2203552621,2.170184656409869
2203559914,2.1725725190813736
2203540103,2.132039707140931
2203527261,2.24761692624793
2203514679,2.3676699935036147
2203521500,2.1266947200900836
2203499629,1.9987846617161786
2203556821,2.2249561946153373
2203549201,1.9917708482206293
2203547263,2.2115591349397365
2203557553,2.177914897729241
2203547620,2.0873874077916375
2203553168,2.0444614301893527
2203559943,2.1745156489210538
2203557843,2.1266947200900836
2203557273,2.193180562281111
2203550609,1.9401745532192831
2203532941,2.299988822848082
2203511306,2.132039707140931
2203550145,2.166008675058912
2203552819,2.2170010766229247
2203553811,1.59679950129613
2203559471,2.0917266603641163
2203558829,2.0372411696128707
2203540681,2.355722133857579
2203556912,2.0850506025861244
2203556778,2.130927805568289
2203538907,2.1737134489532433
2203511955,2.062455721181013
2203530633,2.05663111259611
2203550674,2.1411535730081055
2203553681,2.2170010766229247
2203538266,1.962557924827034
2203509354,2.1948935216774
2203556135,1.8973032588744614
2203487614,2.1088015843308328
2203547414,1.8789028764123854
2203512219,2.137113671656776
2203557407,2.2170010766229247
2203519997,2.1776894046772535
2203559988,2.2627887875355506
2203550355,2.162393964915466
2203557489,2.147501510752053
2203537466,1.7110327627866513
2203534778,2.0641602768133533
2203515624,2.2207569350516456
2203495418,2.169841831097131
2203555310,1.6154149479127318
2203542952,2.2170010766229247
2203548163,2.1671309521014974
2203553680,2.1998777234741254
2203541989,2.1354250992014423
2203482013,1.9401745532192831
2203550200,2.2170010766229247
2203491945,2.1919493860426558
2203551819,2.1948935216774
2203477830,2.0512053755056865
2203555199,2.162483407530825
2203542016,2.355722133857579
2203547049,2.1694003106164246
2203552388,2.1559835276739645
2203547021,2.282255742575497
2203558690,2.1547763869163035
2203519656,2.1727344184559625
2203559989,2.184732300361276
2203559218,2.190429404063222
2203531179,2.066785041188359
2203555578,2.319695110603826
2203547544,1.7032565228923902
2203550694,2.104587165144559
2203516170,2.043714132988205
2203547546,2.355722133857579
2203510095,2.1101022931663933
2203544019,2.1776894046772535
2203549605,2.193180562281111
2203526934,2.0871577562878563
2203545494,1.8371877862378725
2203556676,1.9091141091250576
2203559489,2.2170010766229247
2203555756,1.579632510512029
2203529559,2.193180562281111
2203549174,2.355722133857579
2203557708,2.160737672670184
2203558678,2.1837459762932463
2203549940,2.0989547477822397
2203538564,1.9702985765724246
2203558976,2.1669130894342565
2203533429,2.1102946582499125
2203559937,2.2170010766229247
2203554868,2.066785041188359
2203555231,1.592522171126093
2203552883,1.995651963506771
2203548661,2.1052761127864605
2203549689,2.066785041188359
2203522447,2.1948935216774
2203532036,2.066785041188359
2203489112,1.592522171126093
2203545639,1.897689125517412
2203536003,2.1567920811097583
2203544653,1.8039604401434741
2203545872,2.3676699935036147
2203555687,2.1028034045829074
2203550837,2.1266947200900836
2203555449,2.1031107712694874
2203558890,2.1203338686075393
2203512949,2.200326846797128
2203540785,2.0454973231107423
2203543835,2.066785041188359
2203539017,2.1014432909502068
2203556322,2.122507610654655
2203554635,2.2170010766229247
2203499854,2.1474095493285685
2203557986,2.282255742575497
2203556134,2.2170010766229247
2203496895,2.1547763869163035
2203558841,2.1279403434100943
2203517183,2.1776894046772535
2203555977,1.5451954070194458
2203554326,2.1046370820533147
2203549880,2.260148187629972
2203559430,2.2170010766229247
2203557942,1.9767477033409313
2203548313,2.119477634408704
2203542584,2.282255742575497
2203554438,2.1799397219514383
2203557352,2.1737134489532433
2203558782,2.076992206706833
2203559496,1.897689125517412
2203559490,2.1101022931663933
2203518480,2.2170010766229247
2203558113,1.5739807963019736
2203558603,2.2170010766229247
2203552252,1.9091141091250576
2203559284,2.114685055998866
2203535953,2.1266947200900836
2203557499,2.0703418985907702
2203509078,2.166991836623479
2203553855,2.0508472164752645
2203560024,2.2170010766229247
2203528576,2.1690737072378656
2203559183,2.1412605485913754
2203558784,2.2170010766229247
2203555173,2.0706109602025475
2203556957,2.2118428409128685
2203559249,2.177910526903313
2203513046,2.1052761127864605
2203548828,2.1311279021622145
2203558340,2.1244806200147717
2203532960,2.1101022931663933
2203526979,1.7486387673979449
2203559929,2.2170010766229247
2203556516,1.6687076908064151
2203543330,2.1547763869163035
2203559955,1.5891999506086392
2203540313,2.1266947200900836
2203553308,2.325313282821513
2203558768,2.1266947200900836
2203544770,2.184732300361276
2203530566,2.0775265415017223
2203559325,2.0871577562878563
2203529112,2.1516058940077185
2203559994,2.2170010766229247
2203542232,2.1789024609382563
2203464630,2.2170010766229247
2203558215,2.223698237815939
2203506119,2.244839799021298
2203525682,2.294617823455501
2203521159,2.193180562281111
2203475785,2.1465881749602964
2203552319,2.1704203932051187
2203559645,2.1948935216774
2203473183,2.2207569350516456
2203559045,2.1266947200900836
2203479622,2.066785041188359
2203557162,2.119477634408704
2203482114,2.3676699935036147
2203559703,2.200326846797128
2203557497,2.282255742575497
2203498524,2.1745156489210538
2203555497,2.035249330627403
2203557923,2.2170010766229247
2203504202,2.2170010766229247
2203539329,2.177910526903313
2203559935,2.1919493860426558
2203555200,1.592522171126093
2203554271,2.319695110603826
2203537632,2.152408093975529
2203537586,2.066785041188359
2203548848,2.200022452674766
2203554428,2.1745156489210538
2203548725,2.179640473147431
2203559444,2.193180562281111
2203559175,2.1745156489210538
2203508371,2.182845227615709
2203559669,2.142162061149636
2203478670,2.1737134489532433
2203526260,2.0989547477822397
2203554896,1.5784670353964059
2203556096,2.131996511568613
2203553829,2.2572194459670976
2203525993,2.066785041188359
2203557605,1.8421163068573663
2203559067,2.044820262345514
2203555365,1.9401745532192831
2203508717,2.066785041188359
2203555975,1.5451954070194458
2203558772,2.182845227615709
2203559895,2.1264143820568737
2203559008,2.1465881749602964
2203557802,2.1919647800145254
2203559315,2.1041456446638525
2203556515,2.2086433249980164
2203554744,2.1451122793588437
2203555016,2.054434582450401
2203559415,2.2170010766229247
2203554556,1.5921071939379514
2203538005,2.1272732821980713
2203551368,2.0603179768810365
2203528403,2.1753569591189654
2203547046,2.06466370355981
2203535039,1.6021180877336825
2203539333,2.177910526903313
2203557671,1.592522171126093
2203559773,2.190429404063222
2203454651,2.0973700794631793
2203542059,2.2333729115520176
2203542728,2.1948935216774
2203554662,2.282255742575497
2203547922,2.2170010766229247
2203525290,1.6250503990192475
2203545328,2.130735319502772
2203554549,1.9253340008638926
2203556052,2.104587165144559
2203557535,2.10287420574827
2203555049,2.057252944702083
2203551731,2.1567348250050844
2203556347,2.169841831097131
2203559419,2.1948935216774
2203556172,2.040491867528183
2203559848,2.282255742575497
2203544329,1.839107332239714
2203545558,1.6874181043690468
2203559986,2.021888631758156
2203511015,1.963478126264873
2203559254,1.5739807963019736
2203527284,2.112660231776669
2203526383,2.1465881749602964
2203555834,2.0706109602025475
2203553765,1.895721397714064
2203549762,2.232130285360799
2203559122,2.0052039796395604
2203527789,1.9423866014860407
2203557675,2.10287420574827
2203559352,2.169841831097131
2203550384,2.239315099268934
2203522917,2.119477634408704
2203546400,2.2170010766229247
2203548825,1.9626150284091461
2203517343,2.2170010766229247
2203547254,2.1727344184559625
2203546728,1.982553540367065
2203513103,1.9173064061728027
2203516496,2.1745156489210538
2203552740,1.6895068092584238
2203524515,2.3262719708572805
2203518288,2.144751239531356
2203524540,2.0775265415017223
2203557507,2.0775265415017223
2203559245,1.6668689294735548
2203535511,2.203760236293252
2203551338,2.2170010766229247
2203554677,2.1272732821980713
2203488009,2.2170010766229247
2203458559,2.437687705194088
2203549842,2.0706109602025475
2203558413,2.1417968033484978
2203552843,2.193180562281111
2203498842,1.962557924827034
2203553998,2.1016584234816844
2203558152,2.0624321184278496
2203472261,2.193180562281111
2203559622,2.1745156489210538
2203555978,2.115182093914265
2203526995,2.2170010766229247
2203558966,2.282255742575497
2203555493,1.666957776498113
2203504931,2.169841831097131
2203542382,2.119477634408704
2203557505,1.5755783299499133
2203557806,1.6503007298481835
2203559170,2.1272732821980713
2203511884,2.0512053755056865
2203537277,2.0628704975547576
2203554091,2.007642285038326
2203559488,2.282255742575497
2203559438,2.209124852564411
2203504248,2.2170010766229247
2203558516,1.6221634384164747
2203546550,1.6673727536862546
2203527135,1.9145375906348536
2203516776,2.230027096538732
2203558625,2.260148187629972
2203531749,2.044820262345514
2203502245,2.1827481860653717
2203554566,2.0219123547631215
2203559450,2.2170010766229247
2203558759,2.260148187629972
2203554577,1.9401745532192831
2203501643,2.071280516538968
2203556571,2.1745156489210538
2203545621,2.131996511568613
2203537860,1.953873842400237
2203553242,2.1919647800145254
2203504615,2.1411535730081055
2203534781,2.043714132988205
2203552998,2.193180562281111
2203552955,2.260148187629972
2203524680,2.1948935216774
2203543579,2.076992206706833
2203458546,2.066785041188359
2203556140,2.2170010766229247
2203541248,2.1919493860426558
2203520600,1.490597002888156
2203509713,2.185632647918293
2203520539,2.2170010766229247
2203547977,2.200326846797128
2203554742,2.3676699935036147
2203523016,2.164209413734812
2203530797,2.122507610654655
2203534322,2.144865211405969
2203512491,2.169841831097131
2203527946,2.1948935216774
2203543537,2.104587165144559
2203542194,2.1776894046772535
2203557619,2.050508086009719
2203552142,2.104587165144559
2203546405,2.1812252525736877
2203556403,2.182845227615709
2203507195,2.161586873071809
2203506275,2.044584271143625
2203559099,1.9139202468665262
2203531553,2.132039707140931
2203528912,2.0775265415017223
2203536852,2.3169144954876217
2203532877,2.125301994383044
2203550069,2.0054292191718552
2203484767,2.1282047143566007
2203555314,1.703030737530291
2203552663,1.9471174455503537
2203545968,2.066785041188359
2203552432,2.138005326248885
2203558920,2.2170010766229247
2203551380,2.258435228233683
2203558447,2.1948935216774
2203542614,2.2170010766229247
2203557689,2.258435228233683
2203525027,2.0842092923882127
2203559677,2.1051569465293176
2203534160,2.1948935216774
2203551658,2.0937382639414523
2203480969,2.087980791155167
2203558498,2.058320434897504
2203559624,2.0914801590525123
2203555728,2.119477634408704
2203551828,2.207784482673771
2203549390,2.1347677867221937
2203544021,2.1658658333529335
2203549302,2.1727344184559625
2203533690,1.6271994340745115
2203551917,1.87408284082785
2203552911,2.010990038155216
2203553972,2.1474095493285685
2203546681,1.895721397714064
2203547634,2.1266947200900836
2203528921,2.2170010766229247
2203528582,2.1919493860426558
2203504257,2.1302489907540916
2203558531,2.258435228233683
2203553336,2.355722133857579
2203550071,2.260148187629972
2203558349,2.193180562281111
2203546160,2.066785041188359
2203524010,1.9773818535009542
2203557688,2.282255742575497
2203559033,2.2295199537828334
2203541143,2.193180562281111
2203545924,2.1663904826494025
2203555757,1.579632510512029
2203536161,2.1703676868947817
2203528436,1.5819394316583366
2203531707,2.154604176539032
2203559394,2.2170010766229247
2203521896,2.076992206706833
2203559609,2.1837459762932463
2203500104,2.282255742575497
2203556253,2.0860573970077327
2203541885,2.1737134489532433
2203556117,2.1919647800145254
2203556799,2.2170010766229247
2203499027,2.2170010766229247
2203558758,1.9699344623144823
2203549683,2.119477634408704
2203559275,2.184732300361276
2203548286,2.2170010766229247
2203558969,1.9401745532192831
2203546961,2.1041456446638525
2203552421,2.0842092923882127
2203527685,1.9145375906348536
2203557069,2.104963726181895
2203557115,2.11881849603157
2203544027,2.1776894046772535
2203518019,2.1101022931663933
2203560004,2.1266947200900836
2203558241,1.5739807963019736
2203543339,2.355722133857579
2203485725,2.129531581857212
2203552994,1.9929379548605766
2203524157,1.625917513623457
2203559638,2.2170010766229247
2203552943,2.2170010766229247
2203555685,2.104587165144559
2203557098,2.200326846797128
2203554463,2.2314554851937047
2203555014,2.0554189865561976
2203532725,2.1821611968669896
2203559243,2.1682455107921283
2203545616,1.891886053786477
2203551830,2.352755564323764
2203552181,1.8321977814348944
2203504372,2.1266947200900836
2203540783,1.358066680927639
2203528232,1.4553523410864915
2203487352,2.119477634408704
2203528828,2.1633681035369
2203544755,2.1320532273623183
2203523556,2.0554189865561976
2203510171,2.260148187629972
2203557733,1.8745443220332454
2203547043,2.1694003106164246
2203543628,2.076992206706833
2203559383,2.0914801590525123
2203557910,2.1279403434100943
2203536681,1.9401745532192831
2203544146,1.896859844887264
2203554502,2.1745156489210538
2203555064,1.8973032588744614
2203556737,1.527149641618597
2203557710,1.9124758197539036
2203547050,2.132039707140931
2203531475,1.962557924827034
2203558783,2.2170010766229247
2203557165,2.193180562281111
2203556639,1.921399035790647
2203557236,2.193180562281111
2203559766,2.200326846797128
2203531720,2.01028995814196
2203468015,2.1294149427659255
2203559481,2.1008856992172396
2203452010,2.096303429833626
2203555830,2.2760992731283625
2203537276,2.0628704975547576
2203559516,1.5924043075711691
2203528164,2.090510878097531
2203535982,1.8666589220574792
2203545031,2.119964533110047
2203536410,2.0475881821671864
2203552639,2.193180562281111
2203558345,1.3944929078616197
2203560025,2.066785041188359
2203559312,2.2210576379103606
2203555229,1.6058649334846593
2203550026,2.152408093975529
2203527950,2.1948935216774
2203556642,2.2170010766229247
2203474123,2.087980791155167
2203543629,2.0676168654645224
2203555639,2.1948935216774
2203556762,2.202342540990583
2203546409,2.1925279481506434
2203553735,2.035906745820235
2203526198,2.3662295983006505
2203559948,2.260148187629972
2203555916,2.282255742575497
2203518520,2.1948935216774
2203493222,2.2170010766229247
2203525125,2.028345140106316
2203541897,2.0118119958250182
2203512278,1.8342998877997116
2203535554,1.9999185283025274
2203556077,2.2170010766229247
2203556207,1.4890194268199806
2203530803,2.1640404297150773
2203529785,2.0379715511557213
2203553042,2.2170010766229247
2203552257,2.282255742575497
2203547116,2.390567948774085
2203502462,2.066785041188359
2203552790,2.155983406717344
2203534469,2.193180562281111
2203522142,2.2316723462841717
2203528411,1.9047036529173718
2203556795,2.15069513457924
